News Headline,Number of words,Confidence Score,Decision,Sentiment
"Regulate cross border data flows localisation , setup data authority : Draft e - commerce policy",16,0.95,2,POSITIVE
et gbs 2019 : BJP is confident of significantly improving its performance of 2014 in general elections : Piyush Goyal,20,0.98,2,POSITIVE
Global Business Summit : Billionaire GP Hinduja blames PE funds for India bad debt problem,15,-0.97,0,NEGATIVE
India is world most vibrant nation : Sadhguru at GBS,10,0.99,2,POSITIVE
"Xperia : Sony set to revamp Xperia portfolio , unveil their first with a triple cam setup at MWC 2019",20,0.99,2,POSITIVE
Narendra Modi | ET GBS 2019 : PM Modi sees India as USD 10 - trillion economy with countless startups,20,0.67,1,NEUTRAL
We feel lost without chaos : Sadhguru Jaggi Vasudev,9,0.87,2,POSITIVE
Biden 2020 opening ? Dem field missing foreign policy hand,10,-0.99,0,NEGATIVE
"Meeting with Xi on cards , says Trump amid high - level trade negotiations",14,0.97,2,POSITIVE
Narendra Modi : NDA regime best since liberalisation in terms of high growth with low inflation : PM,18,0.99,2,POSITIVE
Mahatesh Sabarad : Mahantesh Sabarad 4 pre - election picks,10,0.99,2,POSITIVE
PM Modi has never shied away from dreaming big and setting bold targets : Vineet Jain,16,0.93,2,POSITIVE
Kunal Bothra : Kunal Bothra 2 stock picks for next week,11,0.78,2,POSITIVE
IL employee welfare trust under ED lens,7,0.74,2,POSITIVE
paytm : Unlisted but not listless : Companies with high initial public interest,13,-0.96,0,NEGATIVE
"India among five fastest - growing nations for Airbnb : Nathan Blecharczyk , Cofounder",14,1,2,POSITIVE
"Want Global Business Summit to be the Davos of the East : Vineet Jain , Managing Director Times Group",19,0.99,2,POSITIVE
et gbs 2019 : Country more important than any institution : Arun Jaitley,13,0.99,2,POSITIVE
Dem choice : Scrap the system or make gradual change ? ,11,-1,0,NEGATIVE
Impatient India sets a direction,5,-0.9,0,NEGATIVE
ETGBS 2019 : You have to blend good governance with clever politics to win elections : Arun Jaitley,18,0.95,2,POSITIVE
"Rupee : Rupee recovers 10 paise to 71 . 14 , posts 2nd weekly gain",15,-0.91,0,NEGATIVE
"India has taken decisive turn in five years , it becoming more honest , transparent : Arun Jaitley",18,1,2,POSITIVE
India can compete with China by harnessing data : Capgemini Chairman Paul Hermelin,13,0.97,2,POSITIVE
"et gbs 2019 : First year was a disaster , we were on the verge of quitting : Airbnb cofounder Nathan Blecharczyk",22,-0.99,0,NEGATIVE
"Apple Foldable Iphone : Catching up : After Samsung unveils Galaxy Fold , Apple submits blueprint for foldable iPhone",19,0.79,2,POSITIVE
Blackstone India :  Picture abhi baaki hai : Blackstone top honcho Jonathan Gray on India bright economic prospects,18,0.99,2,POSITIVE
"Blackstone : Looking to invest in consumer finance , healthcare , infra sectors in India : Jonathan Gray , Blackstone",20,0.99,2,POSITIVE
"Deepak Shenoy : March quarter results to be driving future potential for stocks : Deepak Shenoy , Capital Mind",19,0.95,2,POSITIVE
Vineet Jain : Global Business Summit can be the Davos of the East : Vineet Jain,16,1,2,POSITIVE
NBFCs : View : Will India mutual funds & NBFCs need a bailout to navigate the mess ? ,18,-1,0,NEGATIVE
SilverPush raises $5 million in Series B from FreakOut Holdings,10,-0.83,0,NEGATIVE
"Phish , phootball , prices : How politics will play out",11,0.85,2,POSITIVE
Prashant Jain : It advantage largecaps as they always grow faster than smaller companies : Prashant Jain,17,1,2,POSITIVE
investment ideas : 5 mistakes millennials should avoid to make the most out of stock investing,16,-0.81,0,NEGATIVE
Smallcap stocks : Prashant Jain word of caution : Dont put more than 1 / 3rd of your money in smallcaps,21,-1,0,NEGATIVE
Niti Aayog bats for setting up independent debt management office,10,0.97,2,POSITIVE
DARQ is the post - digital tech stack : Paul Daugherty of Accenture,13,0.94,2,POSITIVE
More than liquidity : A bailout fund,7,-0.96,0,NEGATIVE
2019 general elections could be world most expensive : Expert,10,1,2,POSITIVE
"outlook : Outlook : Oil may find relief at Rs 4 , 050",13,0.91,2,POSITIVE
bitcoin : Cryptocurrency companies use  backdoor  listings to ease into mainstream,11,-0.6,1,NEUTRAL
"Gold Rate Today : Gold , silver fall on muted spot demand",12,-0.98,0,NEGATIVE
Non BFSI firms : What earnings revival ? Non - BFSI Nifty firms take first hit in profit growth in 6 quarters,22,-0.58,1,NEUTRAL
Vikas Khemani : 2019 could deliver returns as good as in 2014 : Vikas Khemani,15,0.99,2,POSITIVE
Lok Sabha elections : Congress ups focus on have - nots as polls near,14,-0.96,0,NEGATIVE
RBI rate cut : RBI MPC signals another rate cut on the cards,13,-1,0,NEGATIVE
"Sensex nifty : Sensex , Nifty slip on weak global sentiment ; mid , smallcaps shine",16,0.96,2,POSITIVE
share pledge : Promoter share pledge : India own subprime ? ,11,-0.89,0,NEGATIVE
banks : Some banks may make token rate cuts - The Economic Times,13,-0.6,1,NEUTRAL
uber eats : Uber Eats India likely to end up on Swiggy plate,13,-1,0,NEGATIVE
stock market today : Market Movers : What changed trade setup while you were sleeping,15,0.89,2,POSITIVE
"Stock Market News Briefing : ETMarkets Morning Podcast : ING to sell stake in Kotak Bank , Trump threatens to wage tariff war with EU & more",27,-0.99,0,NEGATIVE
"If investors see more stability in currency , youll see more funds : Jonathan Gray , President Blackstone Group",19,0.84,2,POSITIVE
"Markets Live : Sensex drops 50 pts , Nifty tests 10 , 750 ; Kotak Bank tanks 4 % ",19,-0.98,0,NEGATIVE
Nifty rally : Nifty outperformance narrows as other global markets catch up,12,0.84,2,POSITIVE
"Gold : Gold prices edge up on trade talk hopes , but Fed stance caps gains",16,-0.65,1,NEUTRAL
oil : Oil prices dip as US crude output hits record 12 million barrels per day,16,-0.95,0,NEGATIVE
"dollar : Dollar holds modest gains , Aussie finds footing after plunge",12,0.98,2,POSITIVE
Nokia expects 5G field trials in India later this year,10,-0.95,0,NEGATIVE
market rally : Extent of fall in stock prices shows a rebound could be in the offing,17,-0.59,1,NEUTRAL
"Global Business Summit begins : PM Narendra Modi star speaker , FM speech highlight of day 1",17,1,2,POSITIVE
"Standard Chartered Bank : StanChart to take $900 million charge over US , united kingdom probes",16,0.93,2,POSITIVE
How desi tech lobby is giving Silicon Valley giants a run for its money,14,-1,0,NEGATIVE
More than liquidity : a bailout fund,7,-0.96,0,NEGATIVE
"Nifty : Trade setup : Nifty50 stabilises , needs to top 10 , 791 to extend rally",17,1,2,POSITIVE
Indian rupee : Rupee drops 13 paise to 71 . 24 as crude rises,14,-1,0,NEGATIVE
Narendra Modi : India aims to be among world top 3 economies in next 15 years : PM Narendra Modi,20,0.94,2,POSITIVE
Govt reform initiatives transformed India into fastest - growing major economy : Niti Aayog,14,1,2,POSITIVE
RBI minutes : MPC minutes show RBI mulled bigger rate cut at Feb review,14,-1,0,NEGATIVE
Cash - strapped Pakistan gifts gold - plated submachine gun to Saudi Crown Prince,14,-0.94,0,NEGATIVE
Tata Starbucks to use only fully compostable / recyclable items from next World Environment Day : CEO,17,-0.99,0,NEGATIVE
Cyber security : Online shopaholics beware : Symantec says cybercrooks have a new key to your bank account,18,-1,0,NEGATIVE
sensex : After Market : TechM climbs on buyback offer ; MACD shows 221 stocks may rise,17,-0.7,0,NEGATIVE
RBI minutes : Feb rate review minutes reflect RBI worry over growth slowdown,13,-0.98,0,NEGATIVE
"Amit Jeswani : These 2 stocks could turn out to be next Eicher & Bajaj Finance : Amit Jeswani , Stallion Asset",22,0.99,2,POSITIVE
"sensex : Nifty , Sensex close up for 2nd day , banks cheer",13,1,2,POSITIVE
Sachin Shah : Emkay Sachin Shah finds value in these two sectors,12,1,2,POSITIVE
UTI Mutual Fund launches  UTI MF Equity Yatra  ,8,-0.96,0,NEGATIVE
Market : Why the $9 trillion stock rally is beginning to look tired,13,-1,0,NEGATIVE
"Arun Thukral : Invest in a staggered manner in these 4 themes : Arun Thukral , Axis Securities",18,1,2,POSITIVE
"Kalpataru Power Transmission share price : Buy Kalpataru Power Transmissions , target Rs 544 : Reliance Securities",17,-0.99,0,NEGATIVE
"Nirmala Sitharaman : Sitharaman launches vessel , asks defence PSUs to expand market",13,0.92,2,POSITIVE
Nilesh Shah : Nilesh Shah three - pronged strategy to navigate this market,13,0.99,2,POSITIVE
"oil : Outlook : Oil may hit Rs 4 , 150 as trade talks roll on",16,-0.62,1,NEUTRAL
"pharma stocks : Below the radar thus far , pharma picking up pace , slowly but surely",17,-0.74,0,NEGATIVE
"MSMEs : Expect NPE 2019 to support MSMEs , drive growth of value added manufacturing : ELCINA",17,0.75,2,POSITIVE
"Indian economy fundamentals sound , set to reach USD 5 trillion : PM Modi",14,0.99,2,POSITIVE
"real interest rate : High real rates may boost savings , hit consumption",13,0.93,2,POSITIVE
Indian Navy : Russian Helicopters identifies potential partners in localisation of Ka - 226T chopper,15,0.82,2,POSITIVE
"Users , Internet of Things ( IoT ) services dont need 5G as yet : Voda Idea",17,0.97,2,POSITIVE
Stocks to buy : Promoters go bargain hunting post sharp declines in stocks,13,-0.83,0,NEGATIVE
China : China wont change prudent monetary policy : Premier Li,11,-0.83,0,NEGATIVE
Stock Market News Briefing : ETMarkets Morning Podcast : Promoters go bargain hunting ; PSU bank recap in focus & more,21,0.88,2,POSITIVE
"Dr Reddy share price : Stocks in the news : Dr Reddy Labs , Allahabad Bank , JM Financial , Navkar Corp , DHFL and BoB",26,0.94,2,POSITIVE
Unicorn : Missed many unicorns as we were tourist investors : Softbank,12,-0.57,1,NEUTRAL
"Fed minutes : Fed flags end to balance sheet runoff , patience on rates",14,-0.96,0,NEGATIVE
Sachin Bansal : Sachin Bansal plans to foray into financial services,11,0.99,2,POSITIVE
sensex : Positive global cues lift Sensex by 404 points,10,0.96,2,POSITIVE
"Saudi Aramco in talks with Reliance Industries , others to invest in India",13,-0.99,0,NEGATIVE
"Stocks to buy : IndusInd , Can Fin Homes , Page can continue upmove",14,0.88,2,POSITIVE
"SAGIA signs four investment pacts , 11 MoUs with Indian companies",11,-0.81,0,NEGATIVE
"FPI investment : Top FPIs shrug off short - term concerns , expand India exposure",15,0.99,2,POSITIVE
Betting on middle class : Reckitt Benckiser spends big to get e - commerce edge,15,-0.99,0,NEGATIVE
Government : India should become a data analytics hub : Ravi Shankar Prasad,13,0.87,2,POSITIVE
"GIC , ADIA to power Greenko again with $550m cheque",10,0.93,2,POSITIVE
OYO : OYO expands international footprint with Saudi Arabia foray,10,0.99,2,POSITIVE
"Mohammed bin Salman : India , Saudi Arabia call for dismantling terror infrastructure ; to set up JWG on counter - terror",22,-0.98,0,NEGATIVE
Rupee : Rupee spurts 23 paise to 71 . 11 vs dollar - The Economic Times,16,-1,0,NEGATIVE
"ET Markets Evening Brief - Business News , Personal Finance , Financial News , India Stock Market Investing , Economy News , SENSEX , NIFTY , NSE , BSE Live , IPO News",33,0.83,2,POSITIVE
"Capex Revival : If you buy capex revival theory , here CLSA cue to bet on it",17,0.8,2,POSITIVE
"Insider Trades : Wednesday insider trades : ITC , YES Bank , Emami , Ashok Leyland",16,-0.99,0,NEGATIVE
Saudi prince expects investment worth more than $100 billion in India,11,-0.87,0,NEGATIVE
sensex : Macro scene favourable for equities in 2019 : Sanctum,11,0.95,2,POSITIVE
Crude oil : There no stopping oil rally if US & China manage to strike a deal,17,-1,0,NEGATIVE
India to remain fastest growing major economy in next decade : Report,12,1,2,POSITIVE
sensex : After Market : Fund infusion lifts PSU banks ; MACD shows 139 stocks ready to rally,18,-0.86,0,NEGATIVE
"Samsung Phones : With three new phones , Samsung all set to pull an Apple at  Unpacked  event",18,0.97,2,POSITIVE
"indian stocks : Uncertain macro clouds India equities outlook , says Citi",12,-0.93,0,NEGATIVE
investment strategy : This market has turned into a voting machine ; so listen to Benjamin Graham,17,-0.9,0,NEGATIVE
"sensex : Sensex rallies 404 pts to snap 9 - day losing run , Nifty tops 10 , 700 ; key factors",22,1,2,POSITIVE
Australia shares falter on weak earnings ; NZ up,9,-1,0,NEGATIVE
"Asia : In sharp U - turn , monetary policy easing back in play across Asia",16,1,2,POSITIVE
Foldable : Microsoft patent shows tech giant growing interest in developing foldable device,13,0.97,2,POSITIVE
galaxy fold : Samsung to unveil much - awaited Galaxy Fold at  Unpacked  event,14,0.83,2,POSITIVE
"Sanjay Parekh : There possibility and opportunity to start looking at midcaps : Sanjay Parekh , Reliance MF",18,1,2,POSITIVE
Modi | BJP : Modi not getting full reins in next election is not a bad thing : Mobius,19,-1,0,NEGATIVE
"oil : Outlook : Crude oil may take out Rs 4 , 100 level",14,-0.53,1,NEUTRAL
"Dipan Mehta : Any positive news could tilt the market back above earlier tops : Dipan Mehta , Elixir Equities",20,0.99,2,POSITIVE
Kenneth Andrade : Healthy balance sheet of corporate India to outweigh election results : Kenneth Andrade,16,1,2,POSITIVE
"High cash balances , profit booking help Axis equity funds outperform",11,0.95,2,POSITIVE
sensex : Stocks clock longest losing streak in 8 years,10,0.8,2,POSITIVE
"Stock Market News Briefing : ETMarkets Morning Podcast : Govt doles out DA bonanza , Angel tax relief for 16 , 000 startups & more",25,0.65,1,NEUTRAL
"rate hikes : Rate hikes to be rare this year , say brokerages",13,-1,0,NEGATIVE
"Modi | Elections 2019 : Modi wont get a sweeping win , will need a lot of allies to return to power : Mark Mobius",25,-0.99,0,NEGATIVE
"Markets Live : Sensex jumps 200 pts , Nifty above 10 , 650 ; Duke Offshore soars 20 % ",19,0.99,2,POSITIVE
Sachin Bansal : Enable risk - taking founders to retain control : Sachin Bansal & Bhavish Aggarwal,17,0.99,2,POSITIVE
Have MF - corporate debt pacts left debt fund investors exposed ? ,12,-1,0,NEGATIVE
Sensex | Nifty | Pre - market : Market Movers : What changed when you were sleeping,17,1,2,POSITIVE
"dollar : Dollar sags on lower US yields , Fed minutes in focus",13,-1,0,NEGATIVE
Lite Bite acquires four Phoenix arm brands,7,0.57,1,NEUTRAL
Gold : Gold prices hold at 10 - month highs ; markets await Fed minutes,15,-0.85,0,NEGATIVE
sensex : Bulls on the run : Stocks clock longest losing streak in 8 years,15,0.95,2,POSITIVE
LOreal beats Godrej Consumer in urban hair colour race,9,1,2,POSITIVE
debt : Global debt levels may soon explode with China leading the way,13,-0.74,0,NEGATIVE
"et gbs 2019 : PM Narendra Modi , 4 key ministers to speak at ET GBS 2019",17,0.99,2,POSITIVE
SBI weighs NCLT route for recovery of loans from Jet Airways,11,0.99,2,POSITIVE
"India toughens crackdown on Kashmir : More detained , movement curbed",11,-0.74,0,NEGATIVE
Iran president faces calls to resign over economic crisis,9,-0.98,0,NEGATIVE
  Invest in these two PSU banks for double - digit returns in long term  ,14,1,2,POSITIVE
  Indian market underperforms world markets ; election crucial for a breakout  ,11,0.94,2,POSITIVE
Piaggio aims to scale up two - wheeler biz in India,11,0.97,2,POSITIVE
"SEBI orders impounding of Rs 1 crore from ADF Food promoters , 4 others in insider trading case",18,-1,0,NEGATIVE
"Warren Buffett appears to fault Trump , laments M & A dearth in Berkshire letter",15,-0.99,0,NEGATIVE
